esg_id,date_id,region_id,asset_id,energy_consumption_kwh,co2_emissions_kg,water_consumption_m3,waste_kg,renewable_energy_share
455,20250726,3,49,988.61,303.86,3.49,13.71,33.16
456,20240605,4,150,113.74,36.48,0.32,0.71,29.81
457,20240308,1,86,2650.45,911.33,15.06,29.59,24.04
458,20241017,1,218,925.27,296.72,4.14,4.31,29.83
459,20240712,3,38,1247.34,398.45,5.89,15.9,30.14
460,20250816,3,226,279.73,80.56,1.68,2.2,38.0
461,20240525,3,22,1235.85,402.39,5.62,9.02,28.6
462,20240418,2,217,74.9,23.79,0.31,0.85,30.61
463,20240306,1,186,2144.65,737.16,7.83,23.26,24.07
464,20240601,5,73,136.6,44.76,0.62,1.21,28.09
465,20241209,2,12,687.16,211.4,1.99,7.26,33.09
466,20250319,4,128,1482.45,448.17,9.03,12.96,34.42
467,20250104,4,158,1579.25,511.74,9.99,20.07,28.99
468,20251008,1,142,546.68,162.25,1.85,5.23,35.8
469,20251217,2,241,120.26,32.99,0.78,1.47,41.41
470,20240116,1,41,1934.58,670.76,7.56,14.65,23.32
471,20241016,1,171,157.0,52.66,0.51,1.83,26.14
472,20240902,4,1,1349.4,445.57,5.6,18.44,27.45
473,20240412,4,158,1222.56,404.72,3.49,15.66,27.24
474,20250227,2,24,579.09,163.65,3.52,4.7,39.35
475,20250601,4,162,514.32,155.45,3.19,2.28,34.44
476,20240714,3,168,87.79,28.19,0.52,0.5,29.72
477,20240929,1,4,1680.84,555.42,6.31,16.8,27.39
478,20250628,1,16,1420.7,448.54,6.4,6.93,31.07
479,20250917,1,4,1757.59,553.36,5.26,20.6,31.29
480,20240809,3,99,1052.16,341.07,5.06,11.74,28.96
481,20240706,4,116,722.95,232.21,3.15,7.46,29.7
482,20250608,3,98,1373.99,418.3,4.32,11.57,33.89
483,20240224,4,221,938.64,302.88,5.36,11.39,29.33
484,20240624,2,112,69.43,20.73,0.36,0.65,35.35
485,20250818,2,238,64.23,17.6,0.24,0.61,41.49
486,20251016,1,160,158.97,47.96,0.74,2.02,34.57
487,20240505,3,236,418.05,138.88,1.69,5.61,26.95
488,20240805,2,95,850.68,245.23,3.85,6.88,37.93
489,20240206,2,8,805.24,249.95,3.57,9.58,32.4
490,20240604,3,105,1351.07,446.07,5.86,7.43,27.46
491,20240920,2,24,628.02,193.68,2.07,6.03,32.9
492,20250822,1,2,1563.51,487.19,9.18,16.77,32.1
493,20250617,2,238,72.57,20.82,0.37,0.77,38.26
494,20240405,4,205,110.8,35.76,0.32,1.0,29.32
495,20240415,4,45,930.42,318.69,2.58,11.08,24.37
496,20240518,4,173,769.98,247.84,2.93,3.63,29.53
497,20241217,3,13,1342.83,419.93,4.38,6.99,31.82
498,20240425,4,247,1156.35,376.83,6.21,13.62,28.53
499,20251116,5,149,1744.73,531.1,4.83,20.38,33.9
500,20241223,3,49,1157.4,351.76,6.77,16.12,34.02
501,20251103,3,38,1563.26,452.6,4.38,17.05,37.62
502,20250318,1,245,1618.32,553.21,8.43,15.92,24.54
503,20250305,5,249,1917.8,615.84,8.1,13.49,29.72
504,20240814,3,102,88.91,28.77,0.44,0.73,29.1
505,20250411,5,130,443.94,141.62,2.88,5.41,30.25
506,20250731,1,231,1583.3,472.96,4.2,11.31,35.32
507,20240305,1,111,154.74,52.17,0.61,1.07,25.71
508,20240221,1,210,654.04,226.79,3.34,8.04,23.31
509,20250715,3,23,1349.85,404.58,4.61,5.99,35.07
510,20250102,3,78,2133.82,635.45,8.26,28.81,35.55
511,20240318,4,46,986.87,329.18,5.35,10.02,26.61
512,20250804,3,235,685.48,207.12,2.31,3.79,34.46
513,20250310,4,176,96.8,29.11,0.34,0.66,34.82
514,20250908,1,171,163.88,52.91,0.79,1.45,29.28
515,20251226,1,181,2639.35,836.57,8.53,27.94,30.76
516,20240825,2,56,311.79,92.2,0.8,1.85,36.07
517,20240910,1,169,1838.68,612.72,11.58,16.4,26.69
518,20250601,3,38,1266.16,383.55,5.98,16.38,34.27
519,20251028,1,125,1685.0,542.03,9.92,11.5,29.58
520,20250619,1,79,1477.57,465.32,8.71,18.64,31.27
521,20240214,3,40,1987.58,650.02,8.77,25.79,28.24
522,20250103,1,113,2420.96,790.88,9.66,10.44,28.33
523,20240126,1,248,2514.95,855.18,10.99,12.98,24.99
524,20250508,1,65,1728.01,556.97,5.47,20.24,29.42
525,20241223,1,113,2210.01,701.99,6.24,20.81,30.59
526,20240320,3,202,127.78,41.1,0.7,1.37,29.58
527,20240804,2,56,257.41,75.27,1.17,2.44,36.9
528,20251207,1,2,2151.37,667.27,7.15,18.22,32.46
529,20240622,1,192,940.88,322.27,2.59,11.37,24.37
530,20250817,1,201,1048.62,334.89,4.19,4.72,30.16
531,20240828,3,235,608.85,199.19,3.71,4.86,28.21
532,20250708,4,101,338.42,107.39,0.91,3.42,30.67
533,20240818,1,2,1537.75,517.3,8.05,15.81,25.9
534,20250927,5,130,331.13,106.19,1.74,3.39,29.83
535,20240410,1,157,1808.74,636.31,11.56,12.5,22.05
536,20240118,4,156,1492.64,498.84,4.52,11.53,26.45
537,20240313,1,43,1588.2,543.16,5.85,20.44,24.5
538,20240226,1,223,2346.84,812.1,7.2,28.68,23.49
539,20250503,1,245,1657.1,536.83,9.2,17.58,29.01
540,20240707,4,156,1306.35,423.47,7.59,13.57,28.96
541,20250807,1,182,1591.77,509.62,6.59,20.95,29.96
542,20250811,2,67,96.11,26.91,0.41,0.87,39.99
543,20251110,3,21,827.76,244.55,4.22,8.17,36.14
544,20240714,5,7,123.66,40.35,0.34,1.27,28.42
545,20240429,1,218,1087.6,376.35,6.07,9.61,23.49
546,20251005,2,19,1141.42,327.22,6.13,14.89,38.33
547,20250417,5,187,463.95,151.69,2.0,5.24,28.26
548,20251230,2,12,704.93,189.99,4.32,8.1,42.62
549,20240820,1,153,1623.23,560.99,6.95,12.56,23.6
550,20240218,4,232,1290.35,427.73,3.79,5.65,27.13
551,20251103,2,31,832.85,224.3,4.53,8.55,42.67
552,20250303,5,51,951.4,299.73,2.99,12.05,31.24
553,20241012,3,99,1038.3,324.12,5.18,9.78,31.96
554,20241214,3,94,729.23,239.33,4.63,3.09,27.95
555,20250709,3,167,743.91,228.47,3.45,8.13,33.22
556,20240218,3,94,891.18,298.37,5.13,12.16,26.3
557,20250418,1,145,183.9,60.46,0.81,1.37,27.81
558,20240329,2,95,1070.07,325.17,6.2,14.15,34.03
559,20250508,2,108,102.3,30.01,0.49,1.11,36.67
560,20250928,1,41,1882.51,595.17,8.37,15.34,30.96
561,20250414,1,218,1103.87,357.12,3.49,15.35,29.12
562,20250128,1,86,2492.77,849.14,7.96,29.89,24.84
563,20240625,1,154,1732.85,578.01,6.99,22.39,26.61
564,20250328,1,237,2119.62,688.37,5.92,20.52,28.81
565,20251012,3,23,1400.86,418.07,5.84,8.78,35.39
566,20250829,3,100,1014.13,304.89,4.14,8.26,34.84
567,20250331,1,147,1341.73,433.65,3.78,6.87,29.2
568,20240816,1,227,1451.83,485.55,4.2,13.46,26.39
569,20250227,3,100,1801.93,557.81,4.65,17.63,32.61
570,20250827,1,237,1385.41,441.78,7.97,9.46,30.28
571,20240305,5,159,545.94,185.38,1.83,7.61,25.11
572,20250123,5,180,2285.1,744.03,5.99,31.37,28.6
573,20240205,1,201,1337.12,455.53,8.58,9.48,24.83
574,20251014,4,214,794.65,227.56,4.05,3.8,38.41
575,20250615,5,222,384.52,123.12,1.06,3.12,29.95
576,20240818,5,175,125.64,42.01,0.52,1.56,26.41
577,20240512,5,59,1248.5,408.11,7.43,13.9,28.28
578,20240409,1,113,1822.34,622.37,7.93,23.33,24.62
579,20250412,2,204,1494.61,412.51,9.53,16.23,41.0
580,20240407,1,54,2079.81,714.62,5.59,14.5,24.1
581,20250131,3,216,1449.61,463.35,5.78,8.21,30.09
582,20240607,5,189,1413.2,469.69,6.81,17.03,26.91
583,20251025,2,35,1440.26,410.88,6.33,15.43,38.68
584,20251219,3,138,1292.96,377.23,7.1,14.87,37.06
585,20240429,1,245,1387.46,461.08,8.57,8.54,26.92
586,20240416,2,35,1042.03,320.45,3.62,9.86,33.12
587,20250926,1,58,1717.3,523.64,7.61,22.48,33.77
588,20240728,4,144,1378.64,457.21,8.45,16.85,27.09
589,20240615,2,140,94.79,29.35,0.61,1.22,32.59
590,20250418,3,211,1207.66,382.97,6.44,9.88,30.72
591,20251103,1,79,2275.64,703.81,9.85,23.4,32.68
592,20240720,4,209,321.66,102.85,2.04,2.96,30.06
593,20251125,2,241,90.69,24.25,0.29,0.39,43.14
594,20240218,3,104,141.0,45.48,0.59,0.99,29.37
595,20240623,4,239,262.7,84.82,1.26,2.16,29.28
596,20251231,2,87,1611.43,447.4,9.1,21.08,40.59
597,20250105,4,173,1033.24,327.91,2.94,7.91,30.66
598,20240507,1,77,130.92,44.93,0.76,1.32,24.21
599,20240202,5,184,126.89,42.78,0.51,1.65,25.72
600,20250112,2,19,1294.78,354.77,6.9,17.21,41.5
601,20250917,2,52,92.58,26.49,0.42,0.8,38.48
602,20250330,1,32,189.6,60.8,1.11,1.76,29.83
603,20240504,5,66,89.26,30.64,0.31,0.76,24.18
604,20251003,3,167,753.11,223.73,2.83,9.46,35.73
605,20250216,4,178,388.11,123.51,2.41,5.11,30.44
606,20250302,5,91,1744.1,553.58,8.53,11.8,30.65
607,20241120,1,201,1234.21,407.09,3.16,15.55,27.54
608,20250524,2,238,79.74,23.12,0.3,0.78,37.52
609,20240627,5,51,674.65,215.75,4.37,3.53,30.05
610,20241016,4,203,966.65,313.43,5.2,8.98,28.94
611,20250325,1,182,1884.02,619.77,5.19,19.05,27.76
612,20250404,3,167,785.52,241.09,2.55,4.24,33.27
613,20240705,1,6,1560.58,512.18,4.34,14.05,27.95
614,20240916,3,165,1025.31,318.79,5.05,12.22,32.27
615,20240601,3,94,682.64,213.58,2.26,5.96,31.78
616,20241212,4,178,414.92,132.72,1.65,2.64,30.03
617,20240118,1,135,195.53,64.71,0.65,1.36,27.26
618,20240502,4,232,1063.6,343.76,5.78,11.78,29.2
619,20240502,2,19,1209.98,365.85,4.0,12.28,34.41
620,20240313,1,132,622.71,220.22,2.25,5.78,21.59
621,20250904,3,211,1467.12,426.05,6.93,9.41,37.4
622,20240630,2,140,71.63,21.67,0.24,0.56,34.36
623,20240720,4,152,342.46,109.27,2.05,2.7,30.23
624,20240326,3,21,817.21,263.47,2.79,4.07,29.4
625,20250907,3,38,1423.17,415.62,8.31,15.42,36.99
626,20251104,2,26,405.52,110.71,1.78,4.74,41.75
627,20250901,3,236,418.26,128.61,2.24,4.37,33.13
628,20241230,3,38,2109.04,662.24,5.99,25.87,31.5
629,20251027,1,227,1867.57,590.3,7.95,10.97,30.98
630,20251104,4,68,816.15,245.53,4.06,9.0,34.79
631,20240331,4,208,803.93,266.36,3.71,9.3,27.17
632,20240522,1,196,1133.04,372.36,4.48,8.74,27.84
633,20250121,3,38,1770.77,532.58,11.46,21.04,34.81
634,20250505,3,78,1627.37,500.19,7.29,9.73,33.16
635,20251222,1,151,563.18,173.23,2.44,7.62,33.1
636,20240621,1,169,2145.16,745.31,7.24,14.71,23.14
637,20251016,1,145,148.43,45.98,0.89,0.68,32.56
638,20251118,1,185,179.75,59.31,1.11,2.36,27.51
639,20240204,3,165,1636.72,530.1,9.77,7.1,29.03
640,20240518,5,34,718.21,244.19,2.19,4.86,25.0
641,20250918,3,216,1102.8,337.02,6.79,6.12,33.6
642,20240928,2,87,1295.73,392.09,7.53,5.55,34.35
643,20251210,1,191,155.58,47.69,0.9,1.68,33.36
644,20250511,2,112,79.74,22.74,0.25,0.44,38.72
645,20240128,2,112,118.46,34.69,0.68,0.87,36.79
646,20250727,2,52,96.56,27.9,0.49,1.34,37.77
647,20250728,4,152,283.25,91.15,1.24,3.18,29.55
648,20251114,5,249,2224.91,669.25,7.15,25.75,34.8
649,20240519,5,59,1386.54,467.6,5.38,10.08,25.69
650,20250626,4,203,1022.93,318.01,5.29,4.54,32.28
651,20250219,1,125,1560.83,509.02,4.21,16.49,28.47
652,20241227,3,167,843.97,265.68,4.89,3.43,31.3
653,20240805,1,37,1663.98,533.94,5.04,7.18,29.78
654,20251006,1,54,2157.06,658.42,6.5,27.36,33.69
655,20251226,3,127,1062.66,314.67,5.21,6.01,35.97
656,20240222,4,205,121.69,39.39,0.31,1.48,29.08
657,20240704,1,154,1560.77,531.04,4.82,11.68,24.94
658,20240716,1,4,1330.9,437.44,8.11,11.75,27.83
659,20241220,4,30,1484.83,456.38,8.43,8.33,33.16
660,20241129,1,2,2069.48,672.08,6.51,19.35,28.81
661,20241226,3,211,1503.54,449.14,9.44,13.0,35.32
662,20240502,1,160,134.15,45.28,0.67,1.6,25.62
663,20240414,1,41,2096.94,693.67,5.78,9.15,27.3
664,20250217,4,136,2015.7,613.01,7.9,22.25,33.97
665,20250421,4,128,1234.05,385.57,7.21,12.34,31.89
666,20241218,1,71,1884.16,592.68,11.19,10.4,31.36
667,20240819,5,159,395.65,130.28,2.39,3.22,27.68
668,20250118,1,71,2351.48,763.95,11.94,11.56,28.78
669,20240608,1,2,1468.13,478.9,4.0,20.11,28.45
670,20240226,5,230,2080.65,697.85,9.41,17.29,26.15
671,20241108,2,97,1411.54,431.14,3.9,10.23,33.64
672,20240910,3,225,1039.5,327.57,3.12,4.46,31.22
673,20240704,2,19,836.64,251.56,4.51,9.15,34.83
674,20241117,1,199,202.96,66.98,1.01,2.33,27.49
675,20240305,1,169,2338.84,783.89,13.72,16.2,26.21
676,20240513,1,133,1183.51,411.58,6.99,12.09,23.06
677,20250107,1,54,2374.72,796.2,11.97,31.67,26.18
678,20240911,4,11,690.22,218.66,1.86,4.55,30.8
679,20240810,1,77,138.63,47.02,0.82,1.51,25.2
680,20240728,5,249,1864.87,612.87,8.78,16.63,27.84
681,20250308,5,51,1140.67,361.64,5.29,5.21,30.74
682,20250227,1,169,2580.43,848.96,7.42,28.22,27.75
683,20250219,4,214,900.66,298.66,5.79,5.52,27.1
684,20251016,1,20,2114.39,661.3,6.79,16.22,31.81
685,20251124,5,29,1891.37,574.83,6.3,16.39,34.02
686,20251113,4,150,106.36,31.88,0.56,0.9,35.07
687,20240229,5,159,524.38,181.0,3.1,6.55,23.71
688,20240818,4,158,1156.83,372.36,6.48,9.43,29.53
689,20240124,4,163,1566.17,537.26,7.64,19.5,24.24
690,20250517,2,19,1025.63,279.71,6.55,9.19,41.82
691,20251020,3,23,1751.89,537.06,8.65,7.52,33.36
692,20240215,4,162,856.97,297.75,5.18,4.89,23.14
693,20250330,1,18,1303.14,424.15,5.86,6.68,28.63
694,20250112,5,66,105.8,33.75,0.59,0.44,30.24
695,20250421,2,107,364.66,105.49,2.27,4.61,37.68
696,20240818,1,86,1656.41,528.59,8.41,21.62,30.22
697,20250310,2,197,1633.87,476.24,7.66,19.58,37.13
698,20250307,1,142,510.64,164.47,1.31,2.33,29.48
699,20250707,1,125,1216.29,395.34,6.42,11.72,28.74
700,20251015,5,149,1626.75,513.14,10.37,12.17,31.14
701,20250922,1,154,1428.8,440.98,5.9,11.62,32.84
702,20241225,4,1,1703.41,533.71,4.59,23.59,31.67
703,20240929,1,231,1621.35,530.7,9.53,16.62,28.17
704,20250105,3,28,871.44,269.17,3.01,9.37,32.78
705,20240809,5,137,687.33,223.82,3.25,5.78,28.59
706,20240725,1,154,1518.62,516.27,4.86,15.3,25.01
707,20240214,1,145,183.88,65.68,0.47,2.16,20.7
708,20240418,3,202,130.67,42.49,0.33,0.82,28.7
709,20241005,5,34,734.72,231.5,4.46,9.05,31.23
710,20250624,2,84,329.42,94.31,1.91,4.44,38.43
711,20240811,3,38,1495.63,487.52,8.42,11.93,28.51
712,20240703,5,73,130.37,42.56,0.79,0.7,28.38
713,20250726,1,223,2016.0,627.14,8.91,14.69,32.23
714,20250616,2,67,79.09,21.65,0.33,0.32,41.55
715,20250530,5,234,1383.48,438.12,7.51,14.78,30.83
716,20240220,1,63,577.61,192.53,3.33,7.0,26.67
717,20250731,1,246,430.25,138.85,1.74,4.46,29.32
718,20240223,4,170,920.32,299.91,5.71,8.68,28.53
719,20241123,1,196,1140.3,387.2,5.29,7.97,25.11
720,20251217,4,208,732.76,217.63,2.3,4.99,35.75
721,20240223,5,187,569.83,189.05,3.17,7.8,27.06
722,20250224,1,248,2093.9,664.44,13.41,23.01,30.67
723,20250330,4,173,802.18,258.75,3.55,4.56,29.36
724,20250103,1,199,186.13,62.69,1.11,1.62,25.8
725,20251031,2,107,346.85,96.81,2.01,2.43,40.22
726,20250117,1,63,559.85,181.59,1.61,7.53,28.91
727,20250425,3,14,1502.34,450.76,4.59,17.53,34.99
728,20250708,2,250,860.26,248.0,2.6,7.79,37.93
729,20240928,5,34,853.38,267.28,3.71,7.72,31.7
730,20251113,5,34,1071.64,327.84,5.29,6.61,33.52
731,20250513,1,135,133.02,42.37,0.55,1.22,30.37
732,20250518,4,30,1508.01,470.56,9.7,14.13,31.99
733,20250621,1,229,1346.06,429.39,5.92,14.44,30.25
734,20250324,2,57,734.74,208.78,2.96,4.91,38.96
735,20240829,2,52,81.74,24.14,0.43,0.46,36.17
736,20251218,1,27,2123.43,661.92,11.91,15.97,32.07
737,20240715,1,135,152.98,49.98,0.66,0.85,28.33
738,20250809,1,223,1746.71,551.96,9.27,20.58,31.0
739,20250605,5,7,126.96,40.27,0.43,0.67,30.71
740,20250203,4,173,789.43,253.69,4.21,10.74,29.66
741,20250309,1,147,1343.81,457.11,7.92,8.43,24.96
742,20240606,1,39,1833.62,618.08,5.07,10.23,25.73
743,20250427,1,93,2052.12,652.74,11.77,22.79,30.48
744,20241213,1,27,2158.73,717.39,7.82,20.49,26.92
745,20240708,1,43,1486.51,493.94,7.27,11.36,26.93
746,20240822,5,188,96.34,33.67,0.34,0.95,22.63
747,20240508,3,190,755.39,253.54,1.93,4.46,26.09
748,20250711,3,244,291.05,88.98,1.63,2.67,33.57
749,20240126,2,8,866.29,272.6,3.62,6.84,31.33
750,20240505,2,228,1155.87,346.53,6.84,12.18,35.05
751,20250426,1,218,1048.76,353.68,5.23,11.18,25.69
752,20251114,3,127,918.28,259.25,5.77,6.16,39.42
753,20240626,3,225,1326.26,406.58,4.41,11.85,33.36
754,20240323,1,125,1794.72,621.04,5.41,11.64,23.49
755,20250125,3,28,835.62,262.28,3.95,9.81,31.53
756,20240330,2,92,356.47,109.19,2.22,4.58,33.42
757,20251128,3,167,971.22,284.26,3.73,6.47,36.83
758,20251223,4,139,123.61,37.5,0.62,1.01,34.15
759,20250502,3,165,1383.08,441.53,5.65,13.64,30.19
760,20240524,1,118,174.47,59.15,0.89,1.55,25.24
761,20240622,1,227,1491.14,518.26,5.62,11.46,23.11
762,20240709,1,125,1209.45,398.01,6.44,8.18,27.73
763,20240821,5,73,101.53,35.18,0.61,0.55,23.38
764,20240908,1,113,1607.91,523.41,4.43,12.03,28.62
765,20250302,4,156,1316.33,409.06,8.32,6.17,32.31
766,20251118,2,250,1063.2,288.94,5.64,7.23,42.06
767,20250906,1,179,1846.34,576.13,7.61,12.33,31.99
768,20240627,5,222,452.31,150.67,1.2,2.55,26.72
769,20240914,1,196,925.01,301.29,5.03,6.73,28.57
770,20251110,1,122,1792.07,540.2,10.61,12.45,34.64
771,20251128,3,21,833.57,245.67,5.0,9.5,36.32
772,20250624,1,179,2213.7,719.19,10.64,25.28,28.78
773,20240716,1,166,1411.3,469.57,8.97,7.44,26.82
774,20241017,1,111,137.05,44.39,0.63,1.18,29.03
775,20250217,4,232,1148.24,360.96,5.48,11.18,31.41
776,20250224,1,223,2294.58,752.71,9.13,26.66,27.99
777,20250401,1,20,1952.27,635.11,6.29,12.35,28.67
778,20240614,4,30,1250.67,389.21,3.29,6.22,32.2
779,20250228,3,219,125.01,37.24,0.41,1.48,35.53
780,20250417,1,61,1954.42,616.74,11.71,15.52,31.11
781,20250619,1,194,116.26,38.66,0.5,0.95,26.86
782,20250614,1,77,128.25,41.22,0.56,0.78,29.65
783,20241012,2,82,106.24,31.26,0.66,0.78,36.45
784,20250801,3,165,1358.49,407.71,6.84,16.6,34.97
785,20240502,3,15,862.15,271.99,4.16,5.51,31.13
786,20250727,1,245,1290.73,408.7,5.16,8.34,30.84
787,20250221,4,124,133.13,42.39,0.35,1.56,30.4
788,20251229,4,208,926.76,275.21,4.35,10.62,35.76
789,20240411,1,106,1833.86,613.32,11.71,17.61,26.39
790,20251207,4,209,409.43,119.0,1.89,1.7,37.34
791,20240405,5,81,1684.22,567.45,9.37,10.19,25.77
792,20241117,5,180,1741.62,558.43,10.09,17.55,29.84
793,20241223,5,117,1045.91,345.07,5.24,8.46,27.52
794,20250515,1,177,131.99,44.12,0.82,1.56,26.43
795,20241027,4,136,1486.65,478.58,4.77,15.73,29.52
796,20250725,5,189,1353.0,421.81,5.07,13.07,32.06
797,20250223,2,12,665.48,200.28,3.1,8.62,34.76
798,20240324,4,221,819.37,268.39,2.75,9.46,28.11
799,20250503,2,8,675.25,194.53,4.0,3.29,37.98
800,20240302,3,202,139.14,45.36,0.43,1.15,28.5
801,20251009,5,33,1807.51,578.48,9.76,7.32,29.99
802,20240528,3,36,90.68,28.11,0.28,1.26,32.5
803,20251021,5,187,468.76,145.33,1.39,6.1,32.49
804,20250513,1,191,119.83,38.48,0.35,1.17,29.73
805,20240706,1,135,118.07,40.45,0.56,0.6,24.35
806,20250609,5,130,336.37,103.92,2.17,3.25,32.76
807,20240626,3,99,1070.4,351.56,4.59,14.74,27.89
808,20240610,5,175,110.41,37.14,0.5,1.39,25.9
809,20250825,1,157,1953.44,600.02,7.74,20.11,33.21
810,20240710,5,91,1075.38,351.61,3.06,11.16,28.26
811,20250102,1,79,2313.09,742.04,14.62,24.74,29.8
812,20250924,1,196,1146.31,366.54,3.03,6.48,30.06
813,20241008,4,128,1187.92,378.85,5.35,12.9,30.27
814,20240612,3,22,1278.38,396.66,7.76,8.14,32.43
815,20250716,1,71,1883.4,586.04,11.1,20.23,32.21
816,20240208,5,91,1813.69,613.03,9.56,22.0,25.5
817,20250417,1,77,119.77,38.17,0.44,1.54,30.33
818,20240506,1,135,150.06,52.7,0.74,1.22,22.2
819,20250119,4,144,1552.53,485.82,5.02,6.52,31.77
820,20250711,5,131,1073.93,333.69,6.25,12.35,32.32
821,20251227,1,154,1935.4,583.48,11.7,12.69,34.63
822,20240617,1,177,168.0,56.13,0.59,0.97,26.47
823,20240421,4,120,1255.6,417.46,5.33,5.72,26.88
824,20250831,2,48,90.84,25.09,0.35,0.55,40.95
825,20240419,4,232,1057.54,349.5,3.19,13.88,27.38
826,20241129,4,116,778.12,239.75,3.64,6.04,32.97
827,20240216,1,41,2294.33,804.67,12.53,16.39,22.32
828,20241015,2,83,966.39,289.41,4.05,5.81,35.13
829,20250617,1,227,1469.45,463.35,8.69,10.85,31.17
830,20250503,4,80,1242.34,408.08,7.09,10.47,27.88
831,20251005,2,19,980.98,274.99,4.54,6.4,39.92
832,20250701,3,14,1183.78,354.0,3.09,6.43,35.24
833,20241120,5,187,501.1,158.87,1.27,2.45,30.74
834,20241104,1,88,186.28,63.18,1.04,2.44,25.21
835,20251213,1,248,2305.6,700.53,8.21,23.84,34.04
836,20251003,4,45,726.98,221.44,4.08,7.86,33.85
837,20250125,1,37,1941.42,651.93,9.08,19.07,26.05
838,20240510,1,88,183.54,59.12,0.73,2.32,29.47
839,20241127,5,155,120.78,38.73,0.57,1.54,29.84
840,20250211,1,153,1703.0,531.81,9.5,7.74,31.93
841,20240326,1,194,129.25,44.59,0.77,0.93,23.76
842,20240324,3,226,361.62,117.82,2.07,2.08,28.55
843,20251102,3,17,133.17,38.82,0.37,1.64,37.13
844,20240823,3,36,108.36,33.81,0.59,1.35,31.99
845,20240201,1,75,2068.57,739.31,6.37,11.23,20.65
846,20251115,4,120,1314.73,403.15,4.44,10.14,33.34
847,20240207,5,85,900.25,308.1,5.07,6.82,24.44
848,20250224,3,78,1506.3,484.61,4.78,15.21,29.57
849,20240112,1,220,2440.37,832.46,8.89,13.3,24.72
850,20241015,5,180,1803.26,582.67,5.18,10.63,29.22
851,20241017,5,155,114.03,36.1,0.74,1.23,30.86
852,20240517,3,10,772.8,251.56,4.01,6.3,28.62
853,20240515,4,176,107.29,33.86,0.54,0.52,31.11
854,20241128,4,162,810.54,267.35,4.49,8.22,27.54
855,20241225,1,37,1631.22,544.57,9.93,15.92,26.54
856,20250909,4,170,769.5,235.99,3.07,9.87,33.33
857,20240516,5,234,1497.1,490.57,9.13,17.64,28.08
858,20240325,4,178,396.79,131.8,1.27,5.53,26.96
859,20250704,1,18,926.67,280.82,5.22,4.94,34.24
860,20250723,3,134,671.67,196.02,2.39,6.29,37.04
861,20251104,5,230,1485.3,461.51,3.84,19.19,32.32
862,20240413,1,86,1934.46,667.93,6.38,13.46,23.68
863,20240701,1,218,848.16,284.95,3.28,5.21,26.01
864,20250606,3,22,1174.31,358.96,7.25,6.79,33.58
865,20250705,3,100,994.47,297.07,2.57,9.93,35.32
866,20250719,2,95,854.75,242.34,3.94,8.1,39.12
867,20251209,2,228,1504.0,406.14,7.99,13.54,42.49
868,20251001,3,148,1165.14,333.28,7.19,7.53,38.49
869,20240619,3,105,1243.39,399.73,4.07,15.96,29.63
870,20240523,1,142,543.08,179.0,2.62,2.9,27.6
871,20240418,1,210,515.13,171.27,2.08,2.83,26.88
872,20251119,3,22,1324.81,394.05,4.36,12.8,35.64
873,20250506,5,155,123.21,38.51,0.5,0.85,31.86
874,20250412,1,9,127.53,41.47,0.44,1.65,28.7
875,20240923,5,117,822.28,262.27,2.69,4.41,30.26
876,20250722,1,181,1616.32,529.77,7.76,7.26,28.06
877,20240413,2,3,525.97,162.82,1.51,5.62,32.61
878,20240615,3,127,748.06,235.49,2.49,6.62,31.3
879,20250926,5,189,1614.39,536.04,7.82,19.42,26.99
880,20250206,4,62,1420.43,444.71,3.9,5.85,31.73
881,20251115,3,202,118.02,36.33,0.56,0.95,33.04
882,20250715,1,126,1465.37,476.89,3.87,8.85,28.64
883,20251010,1,145,169.94,53.6,0.96,1.1,31.15
884,20240404,5,222,395.79,133.4,1.55,3.49,25.74
885,20241223,3,134,960.86,295.91,2.95,5.87,33.01
886,20240313,5,234,1796.24,609.72,8.56,16.47,25.14
887,20250210,1,246,551.66,179.49,2.96,4.34,28.66
888,20241209,2,204,1305.3,377.39,7.36,5.3,37.72
889,20240711,2,195,830.39,252.8,3.59,8.62,33.89
890,20250629,1,39,1817.11,582.13,7.07,9.22,29.91
891,20250603,2,26,299.46,84.05,1.44,3.06,39.83
892,20240608,5,155,118.5,39.43,0.66,1.26,26.82
893,20240911,3,49,1001.09,305.69,5.09,4.86,33.66
894,20250529,4,120,1103.11,350.48,6.28,7.82,30.57
895,20241201,5,131,1846.72,588.88,10.66,23.99,30.28
896,20250308,2,26,415.16,119.58,2.2,4.23,37.99
897,20240111,1,133,1814.68,632.09,9.18,17.02,22.92
898,20250929,1,39,1646.17,527.83,8.84,8.61,29.84
899,20240204,1,224,1709.94,578.85,6.39,20.57,25.37
900,20250304,4,243,869.93,272.88,5.33,4.64,31.58
901,20250627,1,153,1573.65,498.41,8.6,15.75,30.82
902,20240911,3,127,659.17,207.08,4.19,6.4,31.46
903,20250412,2,228,1257.38,351.92,6.31,9.67,40.03
904,20251013,2,87,1449.96,410.86,4.55,18.35,39.16
905,20250718,1,126,1783.08,546.83,4.86,15.72,33.33
906,20240924,5,174,109.34,36.77,0.36,0.72,25.93
907,20240115,4,158,1518.62,505.52,5.15,7.43,26.78
908,20240913,4,239,363.95,117.37,1.53,3.56,29.38
909,20250408,4,109,1510.5,450.73,6.37,16.84,35.4
910,20251109,1,75,2073.42,673.2,11.18,19.46,28.83
